FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
3283,3283,16,0,"Black-eyed peas (cowpeas, crowder, southern)), common, mature seeds, boiled","Haricots à oeil noir (dolique), communs, grains mûrs, bouillis",1988-01-01,,16063.0,,20.76,116.0,0.53,6.5,7.73,3.3
3284,3284,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, mature seeds, canned, plain, solids and liquid","Haricots à oeil noir (dolique), communs, grains mûrs, conserve, nature, solides et liquide",1988-01-01,,16064.0,,13.63,77.0,0.55,3.3,4.74,
3285,3285,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, mature seeds, canned with pork","Haricots à oeil noir (dolique), communs, grains mûrs, conserve, avec porc",1988-01-01,,16065.0,,16.53,83.0,1.6,3.3,2.74,
3286,3286,16,0,"Beans, hyacinth, raw","Doliques d'Égypte, crus",1988-01-01,,16067.0,Dolichos purpureus,60.74,344.0,1.69,25.6,23.9,
3287,3287,16,0,"Beans, hyacinth, boiled","Doliques d'Égypte, bouillis",1988-01-01,,16068.0,,20.69,117.0,0.58,,8.14,
3288,3288,16,0,"Beans, lima, dry, large, raw","Haricots, lima, secs, gros, crus",1988-01-01,,16071.0,Phaseolus lunatus,63.38,338.0,0.69,19.0,21.46,8.5
3289,3289,16,0,"Beans, lima, dry, large, boiled","Haricots, lima, secs, gros, bouillis",1988-01-01,,16072.0,,20.88,115.0,0.38,7.0,7.8,2.9
3290,3290,16,0,"Beans, lima, dry, large, canned, solids and liquid","Haricots, lima, secs, gros, conserve, solides et liquide",1988-01-01,,16073.0,,14.91,79.0,0.17,4.8,4.93,
3291,3291,16,0,"Beans, lima, dry, baby, raw","Haricots, lima, secs, petits grains (de sieva), crus",1988-01-01,,16074.0,Phaseolus lunatus,62.83,335.0,0.93,20.6,20.62,8.32
3292,3292,16,0,"Beans, lima, dry, baby, boiled","Haricots, lima, secs, petits grains (de sieva), bouillis",1988-01-01,,16075.0,,23.31,126.0,0.38,7.7,8.04,
3293,3293,16,0,"Lupins, raw","Lupins, crus",1988-01-01,,16076.0,Lupinus albus,40.37,371.0,9.74,18.9,36.17,
3294,3294,16,0,"Lupins, boiled","Lupins, bouillis",1988-01-01,,16077.0,,9.88,119.0,2.92,2.8,15.57,
3295,3295,16,0,"Moth beans, raw","Haricots, mat (papillon), crus",1988-01-01,,16078.0,Vigna aconitifolia,61.52,343.0,1.61,,22.94,
3296,3296,16,0,"Moth beans, boiled","Haricots, mat (papillon), bouillis",1988-01-01,,16079.0,,20.96,117.0,0.55,,7.81,
3297,3297,16,0,"Beans, legumes, mung (green gram), raw","Légumineuses, ambériques, crus",1988-01-01,,16080.0,Vigna radiata,62.62,347.0,1.15,16.3,23.86,6.6
3298,3298,16,0,"Beans, legumes, mung (green gram), boiled","Légumineuses, ambériques, bouillis",1988-01-01,,16081.0,,19.15,105.0,0.38,7.6,7.02,2.0
3299,3299,16,0,"Beans, mung, long rice (chinese noodles), dehydrated","Ambériques, riz à long grain (nouilles chinoises), déshydratées",1990-01-01,,16082.0,,86.09,352.0,0.06,0.5,0.16,0.0
3300,3300,16,0,"Beans, mungo, raw","Haricots, mungo, crus",1988-01-01,,16083.0,Vigna mungo,58.99,341.0,1.64,18.3,25.21,
3301,3301,16,0,"Beans, mungo, boiled","Haricots, mungo, bouillis",1988-01-01,,16084.0,,18.34,105.0,0.55,6.4,7.54,
3302,3302,16,0,"Peanuts, all types, dry-roasted, salted","Arachides, tous les types, rôties/sec, salées",1988-01-01,,16090.0,,21.26,587.0,49.66,8.4,24.35,4.9
3303,3303,16,0,"Peanuts, Spanish, raw","Arachides, Espagnoles, crues",1988-01-01,,16091.0,Arachis hypogaea,15.83,570.0,49.6,9.5,26.15,
3304,3304,16,0,"Peanuts, Spanish, oil-roasted, salted","Arachides, Espagnoles, rôties à l'huile, salées",1988-01-01,,16092.0,,17.45,579.0,49.04,8.9,28.01,
3305,3305,16,0,"Peanuts, Valencia, raw","Arachides, Valencia, crues",1988-01-01,,16093.0,Arachis hypogaea,20.91,570.0,47.58,8.7,25.09,
3306,3306,16,0,"Peanuts, Valencia, oil-roasted, salted","Arachides, Valencia, rôties à l'huile, salées",1988-01-01,,16094.0,,16.3,589.0,51.24,8.9,27.04,
3307,3307,16,0,"Peanuts, Virginia, raw","Arachides, Virginia, crues",1988-01-01,,16095.0,Arachis hypogaea,16.54,563.0,48.75,8.5,25.19,3.95
3308,3308,16,0,"Peanuts, Virginia, oil-roasted, salted","Arachides, Virginia, rôties à l'huile, salées",1988-01-01,,16096.0,,19.86,578.0,48.62,8.9,25.87,
3309,3309,16,0,"Peanut butter, chunk type, fat, sugar and salt added","Beurre d'arachides croquant, gras, sucre et sel ajoutés",1988-01-01,,16097.0,,21.57,589.0,49.94,8.0,24.06,8.41
3310,3310,16,0,"Peanut flour, defatted, salted","Arachides, farine, dégraissée, salée",1988-01-01,,16099.0,,34.7,327.0,0.55,15.8,52.2,8.22
3311,3311,16,0,"Peanut flour, low-fat","Arachides, farine, faible en gras",1988-01-01,,16100.0,,31.27,428.0,21.9,15.8,33.8,
3312,3312,16,0,"Peas, pigeon (red gram), raw","Pois, cajan, crus",1988-01-01,,16101.0,Cajanus cajan,62.78,343.0,1.49,15.0,21.7,
3313,3313,16,0,"Peas, pigeon (red gram), boiled","Pois, cajan, bouillis",1988-01-01,,16102.0,,23.25,121.0,0.38,6.7,6.76,
3314,3314,16,0,"Refried beans, canned","Haricots, sautés (frigoles refrits), conserve",1995-01-01,,16103.0,,13.55,90.0,2.01,3.7,4.98,0.54
3315,3315,16,0,"Meatless, bacon","Viande, simili, bacon",1988-01-01,,16104.0,,6.32,310.0,29.52,2.6,10.68,0.0
3316,3316,16,0,"Meatless, sausage","Viande, simili, saucisse",1988-01-01,,16107.0,,9.84,257.0,18.16,2.8,18.53,0.0
3317,3317,16,0,"Soybean kernels, roasted, salted","Haricots, soya, rôtis avec sel",1988-01-01,,16110.0,,33.55,472.0,25.4,17.7,35.22,4.2
3318,3318,16,0,"Soybeans, dry, roasted","Haricots, soya, rôtis à sec",1988-01-01,,16111.0,,32.72,452.0,21.62,8.1,39.58,
3319,3319,16,0,"Soybean, fermented products, miso","Soya, produits fermentés, miso",1988-01-01,,16112.0,,26.47,199.0,6.01,5.4,11.69,6.2
3320,3320,16,0,"Soybean, fermented products, natto","Soya, produits fermentés, natto",1988-01-01,,16113.0,,14.36,212.0,11.0,5.4,17.72,4.89
3321,3321,16,0,"Soybean, fermented products, tempeh (tempe)","Soya, produits fermenté, tempeh (tempe)",1988-01-01,,16114.0,,9.39,193.0,10.8,,18.54,
3322,3322,16,0,"Soy flour, full-fat, raw","Soya, farine, non dégraissée, nature",1988-01-01,,16115.0,,35.19,436.0,20.65,9.6,34.54,7.5
3323,3323,16,0,"Soy flour, full-fat, roasted","Soya, farine, non dégraissée, rôtie",1988-01-01,,16116.0,,33.67,441.0,21.86,9.7,34.8,7.61
3324,3324,16,0,"Soy flour, defatted","Soya, farine, dégraissée",1988-01-01,,16117.0,,38.37,330.0,1.22,17.5,47.01,18.88
3325,3325,16,0,"Soy flour, low fat","Soya, farine, faible en gras",1988-01-01,,16118.0,,34.93,375.0,8.9,16.0,45.51,10.53
3326,3326,16,0,"Soy meal, defatted, raw","Soya, semoule, dégraissée, nature",1988-01-01,,16119.0,,40.14,339.0,2.39,,44.95,
3327,3327,16,0,Soy protein concentrate (prepared with alcohol),"Soya, concentré de protéines (préparation d'alcool)",1988-01-01,,16121.0,,30.91,331.0,0.46,5.5,58.13,20.0
3328,3328,16,0,Soy protein isolate (prepared with sodium),"Soya, isolat de protéines (préparé avec sodium)",1988-01-01,,16122.0,,7.36,338.0,3.39,5.6,80.69,0.0
3329,3329,16,0,"Soy sauce (made from soy), tamari","Soya, sauce (fait de soya), tamari",1988-01-01,,16124.0,,5.57,60.0,0.1,0.8,10.51,1.7
3330,3330,16,0,Soy sauce (made with hydrolyzed vegetable protein),"Soya, sauce (fait avec protéine végétale hydrolysée)",1988-01-01,,16125.0,,7.84,60.0,0.51,0.5,7.0,1.3
3331,3331,16,0,"Tofu, koyadofu, dried-frozen","Tofu, koyadofu, séché et surgelé",1988-01-01,,16128.0,,14.56,480.0,30.34,7.2,47.94,
3332,3332,16,0,Okara,Okara,1988-01-01,,16130.0,,12.54,77.0,1.73,,3.22,
3333,3333,16,0,"Tofu, fuyu, salted and fermented (prepared with magnesium chloride)","Tofu, fuyu, salé et fermenté (préparé avec chlorure de magnésium)",1988-01-01,,16132.0,,5.15,116.0,8.0,,8.15,
3334,3334,16,0,"Beans, yardlong, mature seeds, raw","Doliques asperge, grains mûrs, crus",1988-01-01,,16133.0,Vigna uniguiculata sesquipedalis,61.91,347.0,1.31,11.0,24.33,
3335,3335,16,0,"Beans, yardlong, mature seeds, boiled","Doliques asperge, grains mûrs, bouillis",1988-01-01,,16134.0,,21.09,118.0,0.45,3.8,8.29,
3336,3336,16,0,"Beans, winged (goa beans), dry, raw","Pois, carrés, secs, crus",1988-01-01,,16135.0,Psophocarpus tetragonolobus,41.71,409.0,16.32,25.9,29.65,
3337,3337,16,0,"Beans, winged (goa beans), dry, boiled","Pois, carrés, secs, bouillis",1988-01-01,,16136.0,,14.94,147.0,5.84,,10.62,
3338,3338,16,0,"Hummus, homemade","Hoummos (hommos, hummus), fait maison",1988-01-01,,16137.0,,20.12,177.0,8.59,4.0,4.86,0.27
3339,3339,16,0,"Falafel, homemade","Falafel, fait maison",1988-01-01,,16138.0,,31.84,333.0,17.8,7.8,13.31,3.26
3340,3340,16,0,"Beans, adzuki, boiled, salted","Haricots, adzuki, bouillis, salés",1988-01-01,,16302.0,,24.77,128.0,0.1,7.3,7.52,
3341,3341,16,0,"Beans, black, mature seeds, boiled, salted","Haricots, noirs, grains mûrs, bouillis, salés",1988-01-01,,16315.0,,23.71,132.0,0.54,8.7,8.86,
3342,3342,16,0,"Beans, black turtle, mature seeds, boiled, salted","Haricots, ""black turtle"", grains mûrs, bouillis, salés",1988-01-01,,16317.0,,24.35,130.0,0.35,8.3,8.18,
3343,3343,16,0,"Beans, cranberry (roman), boiled, salted","Haricots, canneberge (romain), bouillis, salés",1988-01-01,,16320.0,,24.46,136.0,0.46,10.0,9.34,
3344,3344,16,0,"Beans, french, mature seeds, boiled, salted","Haricots verts, grains mûrs, bouillis, salés",1988-01-01,,16323.0,,24.02,129.0,0.76,9.4,7.05,
3345,3345,16,0,"Beans, great northern, boiled, salted","Haricots, ''great northern'', bouillis, salés",1988-01-01,,16325.0,,21.09,118.0,0.45,7.0,8.33,
3347,3347,16,0,"Beans, kidney, light red, boiled, salted","Haricots, rouge pâle, bouillis, salés",1988-01-01,,16331.0,,22.41,124.0,0.09,9.3,9.13,
3348,3348,16,0,"Beans, pink, boiled, salted","Haricots, roses, bouillis, salés",1988-01-01,,16341.0,,27.91,149.0,0.49,5.3,9.06,
3349,3349,16,0,"Beans, pinto, boiled, salted","Haricots, pinto, bouillis, salés",1988-01-01,,16343.0,,26.22,143.0,0.65,9.0,9.01,0.34
3350,3350,16,0,"Beans, small white, boiled, salted","Haricots, blancs, fins, bouillis, salés",1988-01-01,,16346.0,,25.81,142.0,0.64,10.4,8.97,
3351,3351,16,0,"Beans, yellow, boiled, salted","Haricots, jaunes (fève), bouillis, salés",1988-01-01,,16348.0,,25.27,144.0,1.08,10.4,9.16,
3352,3352,16,0,"Broadbeans (fava beans), dry, boiled, with salt","Gourganes (fèves des marais, fava), déshydratées, bouillies, sel ajouté",1988-01-01,,16353.0,,19.65,110.0,0.4,5.4,7.6,1.82
3353,3353,16,0,"Black-eyed peas (cowpeas), catjang, boiled, salted","Haricots à oeil noir (dolique), kinde, bouillis, salés",1988-01-01,,16361.0,,20.32,117.0,0.71,3.6,8.13,
3354,3354,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, boiled, salted","Haricots à oeil noir (dolique), communs, bouillis, salés",1988-01-01,,16363.0,,20.76,116.0,0.53,6.5,7.73,3.3
3355,3355,16,0,"Beans, hyacinth, boiled, salted","Doliques d'Égypte, bouillie, salés",1988-01-01,,16368.0,,20.7,117.0,0.58,,8.14,
3356,3356,16,0,"Beans, lima, dry, large, boiled, salted","Haricots, lima, secs, gros, bouillis, salés",1988-01-01,,16372.0,,20.88,115.0,0.38,7.0,7.8,2.9
3357,3357,16,0,"Beans, lima, dry, baby, boiled, salted","Haricots, lima, secs, petits grains (de sieva), bouillis, salés",1988-01-01,,16375.0,,23.31,126.0,0.38,7.7,8.04,
3358,3358,16,0,"Lupins, boiled, salted","Lupins, bouillis, salés",1988-01-01,,16377.0,,9.29,116.0,2.92,2.8,15.57,
3359,3359,16,0,"Moth beans, boiled, salted","Haricots, mat, bouillis, salés",1988-01-01,,16379.0,,20.96,117.0,0.55,,7.81,
3360,3360,16,0,"Beans, legumes, mung (green gram), boiled, salted","Légumineuses, ambériques, bouillis, salés",1988-01-01,,16381.0,,19.15,105.0,0.38,7.6,7.02,2.0
3361,3361,16,0,"Beans, mungo, boiled, salted","Haricots, mungo, bouillis, salés",1988-01-01,,16384.0,,18.34,105.0,0.55,6.4,7.54,2.01
3362,3362,16,0,"Peanuts, all types, dry roasted","Arachides, tous les types, rôties à sec",1988-01-01,,16390.0,,21.26,587.0,49.66,8.4,24.35,4.9
3363,3363,16,0,"Peanuts, Spanish, oil-roasted","Arachides, Espagnole, rôties à l'huile",1988-01-01,,16392.0,,17.45,579.0,49.04,8.9,28.01,
3364,3364,16,0,"Peanuts, Valencia, oil-roasted","Arachides, Balencia, rôties à l'huile",1988-01-01,,16394.0,,16.3,589.0,51.24,8.9,27.04,
3365,3365,16,0,"Peanuts, Virginia, oil-roasted","Arachides, Virginia, rôties à l'huile",1988-01-01,,16396.0,,19.86,578.0,48.62,8.9,25.87,
3366,3366,16,0,"Peanut butter, chunk type, fat and sugar added","Beurre d'arachides  croquant, gras et sucre ajoutés",1988-01-01,,16397.0,,21.57,589.0,49.94,8.0,24.06,8.41
3367,3367,16,0,"Peas, pigeon (red gram), boiled, salted","Pois, cajan, bouillis, salés",1988-01-01,,16402.0,,23.25,121.0,0.38,6.7,6.76,
3368,3368,16,0,Soy protein concentrate (prepared with acid and water wash),"Soya, concentrat de protéines (préparation avec acid et de l'eau)",1988-01-01,,16420.0,,30.91,331.0,0.46,5.5,58.13,20.0
3369,3369,16,0,Soy protein isolate (prepared with potassium),"Soya, isolat de protéines (préparé avec potassium)",1988-01-01,,16422.0,,10.22,326.0,0.53,5.6,80.69,0.0
3370,3370,16,0,"Tofu, koyadofu, dried-frozen (prepared with calcium sulphate)","Tofu, koyadofu, séché et surgelé (préparé avec sulfate de calcium)",1988-01-01,,16428.0,,12.79,473.0,30.34,1.2,47.94,
3371,3371,16,0,"Tofu, fuyu, salted and fermented (with calcium sulphate)","Tofu, fuyu, salé et fermenté (avec sulfate de calcium)",1988-01-01,,16432.0,,5.15,116.0,8.0,,8.15,
3372,3372,16,0,"Beans, yardlong, mature seeds, boiled, salted","Doliques asperge, grains mûrs, bouillis, salés",1988-01-01,,16434.0,,21.09,118.0,0.45,3.8,8.29,
3373,3373,16,0,"Beans, winged (goa beans), dry, boiled, with salt","Pois, carrés, secs, bouillis, sel ajouté",1988-01-01,,16436.0,,14.94,147.0,5.84,,10.62,
3374,3374,16,3,"Beans, baked, canned, with pork","Haricots au four (fèves au lard), conserve, avec lard",1988-01-01,,16009.0,,19.99,106.0,1.55,5.5,5.19,
3375,3375,16,3,"Beans, baked, canned, with pork and tomato sauce","Haricots au four (fèves au lard), conserve, avec lard et sauce tomates",1988-01-01,,16011.0,,18.69,94.0,0.93,5.5,5.15,5.67
3376,3376,16,3,"Beans, black, mature seeds, raw","Haricots, noirs, grains mûrs, crus",1988-01-01,,16014.0,,62.36,341.0,1.42,13.8,21.6,2.12
3377,3377,16,3,"Beans, black, mature seeds, boiled","Haricots, noirs, grains mûrs, bouillis",1988-01-01,,16015.0,,23.71,132.0,0.54,7.0,8.86,
3378,3378,16,3,"Beans, cranberry, canned, with solids and liquid","Haricots, canneberge, conserve, avec solides et liquide",1988-01-01,,16021.0,,15.12,83.0,0.28,6.3,5.54,
3379,3379,16,3,"Beans, kidney, all types, canned, solids and liquid","Haricots, rouges, tous les types, conserve, avec solides et liquide",1988-01-01,,16029.0,,14.5,84.0,0.6,4.3,5.22,1.85
3380,3380,16,3,"Beans, kidney, light red, raw","Haricots, rouge pâle, crus",1988-01-01,,16030.0,Phaseolus vulgaris,59.8,330.0,0.25,24.9,24.37,
3381,3381,16,3,"Beans, kidney, dark red, raw","Haricots, rouge foncé, crus",1988-01-01,,16032.0,Phaseolus vulgaris,61.29,337.0,1.06,14.7,22.53,2.1
3382,3382,16,3,"Beans, kidney, dark red, boiled","Haricots, rouge foncé, bouillis",1988-01-01,,16033.0,,22.8,127.0,0.5,6.6,8.67,0.32
3383,3383,16,3,"Beans, navy, raw","Haricots, petits blancs, crus",1988-01-01,,16037.0,Phaseolus vulgaris,60.75,337.0,1.5,16.5,22.33,3.88
3384,3384,16,3,"Beans, navy, boiled","Haricots, petits blancs, bouillis",1988-01-01,,16038.0,,26.05,140.0,0.62,6.8,8.23,0.37
3385,3385,16,3,"Beans, white, raw","Haricots, blancs, crus",1988-01-01,,16049.0,Phaseolus vulgaris,60.27,333.0,0.85,14.9,23.36,2.11
3386,3386,16,3,"Beans, white, boiled","Haricots, blancs, bouillis",1988-01-01,,16050.0,,25.09,139.0,0.35,6.9,9.73,0.34
3387,3387,16,3,"Broadbeans (fava beans), dry, raw","Gourganes (fèves des marais, fava), déshydratées, crues",1988-01-01,,16052.0,Vicia faba,58.29,341.0,1.53,14.9,26.12,5.7
3388,3388,16,3,"Broadbeans (fava beans), dry, boiled","Gourganes (fèves des marais, fava), déshydratées, bouillies",1988-01-01,,16053.0,,19.65,110.0,0.4,6.2,7.6,1.82
3389,3389,16,3,"Chickpeas (garbanzo beans, bengal gram), raw","Pois chiches (garbanzo), crus",1988-01-01,,16056.0,Cicer arietinum,62.95,378.0,6.04,10.0,20.47,10.7
3390,3390,16,3,"Chickpeas (garbanzo beans, bengal gram), boiled","Pois chiches (garbanzo), bouillis",1988-01-01,,16057.0,,27.42,164.0,2.59,4.6,8.86,4.8
3391,3391,16,3,"Chili with beans, canned","Chili avec haricots, conserve",1988-01-01,,16059.0,,11.91,112.0,5.49,3.6,5.71,1.19
3392,3392,16,3,"Lentils, raw","Lentilles, crues",1988-01-01,,16069.0,Lens culinaris,63.35,352.0,1.06,10.7,24.63,2.03
3393,3393,16,3,"Lentils, boiled","Lentilles, bouillies",1988-01-01,,16070.0,,20.13,116.0,0.38,4.3,9.02,1.8
3394,3394,16,3,"Peas, split, raw","Pois, cassés, crus",1988-01-01,,16085.0,Pisum sativum,63.74,352.0,1.16,6.9,23.82,8.0
3395,3395,16,3,"Peas, split, boiled","Pois cassés, bouillis",1988-01-01,,16086.0,,21.1,118.0,0.39,2.9,8.34,2.9
3396,3396,16,3,"Peanuts, all types, raw","Arachides, tous les types, crues",1988-01-01,,16087.0,Arachis hypogaea,16.13,568.0,49.24,7.8,25.8,4.72
3397,3397,16,3,"Peanuts, all types, boiled, salted","Arachides, tous les types, bouillies, salées",1988-01-01,,16088.0,,21.26,318.0,22.01,5.3,13.5,2.47
3398,3398,16,3,"Peanuts, all types, oil-roasted, salted","Arachides, tous les types, rôties à l'huile, salées",1989-01-01,,16089.0,,15.26,599.0,52.5,7.4,28.03,4.18
3399,3399,16,3,"Peanut butter, smooth type, fat, sugar and salt added","Beurre d'arachides  crémeux, gras, sucre et sel ajoutés",1995-01-01,,16098.0,,22.31,598.0,51.36,5.6,22.21,10.49
3400,3400,16,3,"Soybeans, dry, raw","Haricots, soya, sec, cru",1988-01-01,,16108.0,Glycine max,30.16,446.0,19.94,15.1,36.49,
3401,3401,16,3,"Soybeans, dry, boiled","Haricots, soya, sec, bouilli",1988-01-01,,16109.0,,9.93,173.0,8.97,6.3,16.64,3.0
3403,3403,16,3,"Soy sauce (made with soy and wheat), shoyu, regular","Soya, sauce (fait avec soya et blé) shoyu, ordinaire",1988-01-01,,16123.0,,4.93,53.0,0.57,0.6,8.14,0.4
3404,3404,16,3,"Tofu, regular, firm or extra firm, raw (prepared with calcium sulphate and magnesium chloride)","Tofu, régulier, ferme ou extra ferme, nature (préparé avec sulfate de calcium et chlorure de magnésium)",1988-01-01,,16126.0,,1.69,70.0,4.17,0.9,8.19,0.6
3407,3407,16,3,"Beans, kidney, dark red, boiled, salted","Haricots, rouge foncé, bouillis, salés",1988-01-01,,16333.0,,22.8,127.0,0.5,6.6,8.67,
3408,3408,16,3,"Beans, navy, boiled, salted","Haricots, petits blancs, bouillis, salés",1988-01-01,,16338.0,,26.05,140.0,0.62,6.3,8.23,0.37
3409,3409,16,3,"Beans, white, boiled, salted","Haricots, blancs, bouillis, salés",1988-01-01,,16350.0,,25.09,139.0,0.35,6.9,9.73,
3410,3410,16,3,"Chickpeas (garbanzo beans, bengal gram), boiled, salted","Pois chiches, (garbanzo), bouillis, salés",1988-01-01,,16357.0,,27.42,164.0,2.59,4.6,8.86,4.8
3411,3411,16,3,"Lentils, boiled, salted","Lentilles, bouillies, salées",1988-01-01,,16370.0,,19.54,114.0,0.38,4.3,9.02,1.8
3412,3412,16,3,"Peas, split, boiled, salted","Pois, cassés, bouillis, salés",1988-01-01,,16386.0,,20.51,116.0,0.39,2.9,8.34,2.9
3413,3413,16,3,"Peanuts, all types, oil-roasted","Arachides, tous les types, rôties à l'huile",1988-01-01,,16389.0,,15.26,599.0,52.5,7.4,28.03,4.18
3414,3414,16,3,"Peanut butter, smooth type, fat and sugar added","Beurre d'arachides  crémeux, gras et sucre ajoutés",1995-01-01,,16398.0,,22.31,589.0,51.36,5.6,22.21,10.49
3415,3415,16,3,"Soybeans, dry, boiled, salted","Haricots, soya, sec, bouilli, salés",1988-01-01,,16409.0,,9.93,173.0,8.97,6.3,16.64,3.0
3416,3416,16,3,"Soy sauce (made with soy and wheat), shoyu, sodium reduced","Soya, sauce (fait avec soya et blé), shoyu, réduit en sodium",1988-01-01,,16424.0,,5.59,57.0,0.3,0.6,9.05,0.5
3418,3418,16,3,"Tofu, regular; medium firm or firm, raw (prepared with calcium sulphate)","Tofu, régulier; mi-ferme ou ferme, nature (préparé avec sulfate de calcium)",1988-01-01,,16427.0,,1.88,76.0,4.78,0.3,8.08,
3422,3422,17,23,"Lamb, Canadian, composite cuts, lean, raw","Agneau, canadien, coupes diverses, maigre, cru",1990-01-01,,17003.0,,0.0,134.0,3.24,0.0,21.64,0.0
3423,3423,17,23,"Lamb, Canadian, composite cuts, lean, cooked","Agneau, canadien, coupes diverses, maigre, cuit",1990-01-01,,17004.0,,0.0,206.0,9.86,0.0,28.99,0.0
3424,3424,17,23,"Lamb, Canadian, fat, raw","Agneau, canadien, gras, cru",1990-01-01,,17005.0,,0.0,665.0,61.8,0.0,5.7,0.0
3425,3425,17,23,"Lamb, Canadian, fat, cooked","Agneau, canadien, gras, cuit",1990-01-01,,17006.0,,0.0,608.0,64.93,0.0,5.99,0.0
3428,3428,17,23,"Lamb, Canadian, foreshank, lean, raw","Agneau, canadien, jarret, maigre, cru",1990-01-01,,,,0.0,111.0,2.35,0.0,22.44,0.0
3429,3429,17,23,"Lamb, Canadian, foreshank, lean, cooked","Agneau, canadien, jarret, maigre, braisé",1990-01-01,,,,0.0,195.0,7.92,0.0,30.91,0.0
3432,3432,17,23,"Lamb, Canadian, leg, whole, lean, raw","Agneau, canadien, gigot, entier, maigre, cru",1990-01-01,,,,0.0,113.0,2.7,0.0,21.8,0.0
3433,3433,17,23,"Lamb, Canadian, leg, whole, lean, cooked","Agneau, canadien, gigot, entier, maigre, rôti",1990-01-01,,,,0.0,200.0,8.96,0.0,29.77,0.0
